paper_id,title,reference,venue,year,n_citation,author
281,Reducing Task Completion Time in Mobile Offloading Systems through Online Adaptive Local Restart,-1,international conference on performance engineering,2015,13,Qiushi Wang
282,A multivariate approach for top-down project control using earned value management,-1,decision support systems,2015,4,Jeroen Colin
284,Safe sequential path planning of multi-vehicle systems via double-obstacle Hamilton-Jacobi-Isaacs variational inequality,-1,arXiv: Multiagent Systems,2015,50,Mo Chen
285,General swap-based multiple neighborhood tabu search for the maximum independent set problem,-1,Engineering Applications of Artificial Intelligence,2015,50,Yan Jin
287,Statistical Modeling and Estimation of Censored Pathloss Data,-1,IEEE Wireless Communications Letters,2015,14,Carl Gustafson
288,Modeling of Log-Transformed Speckle Noise in the Contourlet Transform Domain for Medical Ultrasound Images,-1,"Journal of Circuits, Systems, and Computers",2015,0,Shahriar Mahmud Kabir
289,Potential of Using Multiterminal LVDC to Improve Plug-In Electric Vehicle Integration in an Existing Distribution Network,-1,IEEE Transactions on Industrial Electronics,2015,6,Wei Pei
290,Risk-driven security metrics development for an e-health IoT application,-1,information security for south africa,2015,5,Reijo Savola
291,DeepDriving: Learning Affordance for Direct Perception in Autonomous Driving,-1,international conference on computer vision,2015,264,Chenyi Chen
292,Parameter Inference in a Hybrid System With Masked Data,-1,IEEE Transactions on Reliability,2015,0,Ronghua Wang
294,White-Box Traceable Ciphertext-Policy Attribute-Based Encryption Supporting Flexible Attributes,-1,IEEE Transactions on Information Forensics and Security,2015,29,Jianting Ning
295,Free-Form Region Description with Second-Order Pooling,-1,IEEE Transactions on Pattern Analysis and Machine Intelligence,2015,36,Joao Carreira
297,Availability and accessibility in an open access institutional repository: a case study,-1,Information Research,2015,1,Jongwook Lee
298,Adsorption‐induced changes of intramolecular optical transitions: PTCDA/NaCl and PTCDA/KCl,-1,Journal of Computational Chemistry,2015,0,Manuel Hochheim
299,Design of interference-resilient medium access for high throughput WLANs,-1,International Journal of Distributed Sensor Networks,2015,0,Luca Reggiani
300,Elderly user experience to improve a Kinect-based game playability,-1,Behaviour & Information Technology,2015,2,Zelai Sáenz-de-Urturi
302,Nanoscale molecular communication networks: a game-theoretic perspective,-1,EURASIP Journal on Advances in Signal Processing,2015,6,Chunxiao Jiang
305,Average Transmit Power of Adaptive ZF Very Large Multi-user and Multi-antenna Systems,-1,Wireless Personal Communications,2015,0,Dian-Wu Yue
306,Knowledge-based reasoning to annotate noncoding RNA using multi-agent system,-1,Journal of Bioinformatics and Computational Biology,2015,1,Wosley Arruda
308,Document image OCR accuracy prediction via latent Dirichlet allocation,-1,international conference on document analysis and recognition,2015,1,Xujun Peng
310,Advances in Smartphone-Based Point-of-Care Diagnostics,-1,Proceedings of the IEEE,2015,60,Xiayu Xu
311,"A High-Bandwidth MEMS Nanopositioner for On-Chip AFM: Design, Characterization, and Control",-1,IEEE Transactions on Control Systems and Technology,2015,23,Mohammad Maroufi
312,Tunnel Junction with Perpendicular Magnetic Anisotropy: Status and Challenges,-1,Micromachines,2015,14,Mengxing Wang
313,Oscillatory signatures of crossmodal congruence effects: An EEG investigation employing a visuotactile pattern matching paradigm.,-1,NeuroImage,2015,9,Florian Göschl
314,Sherlock: A Semi-automatic Framework for Quiz Generation Using a Hybrid Semantic Similarity Measure,-1,Cognitive Computation,2015,7,Chenghua Lin
315,Production planning and backup sourcing strategy of a buyer-dominant supply chain with random yield and demand,-1,International Journal of Systems Science,2015,0,Kebing Chen
316,Putting Everything in Context,-1,Cognitive Science,2015,1,Lauren A. M. Lebois
317,Does Successful Social Media Marketing Affect Brand Value?: An Empirical Investigation,-1,Journal of Electronic Commerce in Organizations,2015,2,Stefan Koch
318,GSDS 2.0: an upgraded gene feature visualization server,-1,Bioinformatics,2015,32,Bo Hu
319,KneeTex: an ontology–driven system for information extraction from MRI reports,-1,Journal of Biomedical Semantics,2015,12,Irena Spasic
320,BoreholeAR: A mobile tablet application for effective borehole database visualization using an augmented reality technology,-1,Computers & Geosciences,2015,1,Sangho Lee
321,Statistical Tests to Validate Predictive Models,-1,Quality and Reliability Engineering International,2015,0,Michael S. Hamada
322,A novel distributed online anomaly detection method in resource-constrained wireless sensor networks,-1,International Journal of Distributed Sensor Networks,2015,0,Zhiguo Ding
323,Rough set based modeling for welding groove bottom state in narrow gap MAG welding,-1,Industrial Robot-an International Journal,2015,0,Wenhang Li
324,NUPAR: A Benchmark Suite for Modern GPU Architectures,-1,international conference on performance engineering,2015,50,Yash Ukidave
325,Communicating age in Second Life: The contributions of textual and visual factors,-1,New Media & Society,2015,7,Rosa Mikeal Martey
326,ShopMiner: Mining Customer Shopping Behavior in Physical Clothing Stores with COTS RFID Devices,-1,international conference on embedded networked sensor systems,2015,24,Longfei Shangguan
327,Qualified matching feature collection for feature point-based copy-move forgery detection,-1,Journal of Electronic Imaging,2015,0,Liyang Yu
328,The Impact of a Target on Newsvendor Decisions,-1,Manufacturing & Service Operations Management,2015,12,Lucy Gongtao Chen
329,Cell lineage visualisation,-1,Computer Graphics Forum,2015,2,Adele Pretorius
331,"Path Loss, Shadow Fading, and Line-of-Sight Probability Models for 5G Urban Macro-Cellular Scenarios",-1,global communications conference,2015,37,Shu Sun
334,Interference characterization and mitigation benefit analysis for LTE-A macro and small cell deployments,-1,Eurasip Journal on Wireless Communications and Networking,2015,5,Víctor Fernández-López
335,A novel multi-digital camera system based on tilt-shift photography technology.,-1,Sensors,2015,50,Tao Sun
336,Mixing in Random Digraphs with Application to the Forward-Secure Key Evolution in Wireless Sensor Networks,-1,ACM Transactions on Sensor Networks,2015,50,Marek Klonowski
337,Distributed Affect as a Framework for Understanding Creative Collaboration,-1,human factors in computing systems,2015,0,Taylor Jackson Scott
338,Finding Optimal Timetables for Edinburgh Bus Routes,-1,Electronic Notes in Theoretical Computer Science,2015,3,Ludovica Luisa Vissat
339,High-Rate Quantum Low-Density Parity-Check Codes Assisted by Reliable Qubits,-1,IEEE Transactions on Information Theory,2015,5,Yuichiro Fujiwara
340,Multitask diffusion LMS with sparsity-based regularization,-1,"international conference on acoustics, speech, and signal processing",2015,11,Roula Nassif
341,Verification of producer-consumer synchronization in GPU programs,-1,programming language design and implementation,2015,7,Rahul Sharma
342,A Practical Attack Against the Use of RC4 in the HIVE Hidden Volume Encryption System,-1,computer and communications security,2015,50,Kenneth G. Paterson
343,Spectrum policy and wireless innovation,-1,IEEE Wireless Communications,2015,50,Michael J. Marcus
344,Communication availability-based scheduling for fair data collection with path-constrained mobile sink in wireless sensor networks,-1,International Journal of Distributed Sensor Networks,2015,1,Youngtae Jo
345,Wearable Sensing of In-Ear Pressure for Heart Rate Monitoring with a Piezoelectric Sensor,-1,Sensors,2015,3,Jang-Ho Park
346,Estimating a graphical intra-class correlation coefficient (GICC) using multivariate probit-linear mixed models,-1,Computational Statistics & Data Analysis,2015,1,Chen Yue
347,The Resilience of the Encounter Network of Commuters for a Metropolitan Public Bus System,-1,international conference on conceptual structures,2015,0,Muhamad Azfar Ramli
348,"Dynamics, Bifurcations and Normal Forms in Arrays of Magnetostrictive Energy Harvesters with All-to-All Coupling",-1,International Journal of Bifurcation and Chaos,2015,1,Antonio Matus-Vargas
349,A Combined SDC-SDF Architecture for Normal I/O Pipelined Radix-2 FFT,-1,IEEE Transactions on Very Large Scale Integration Systems,2015,8,Zeke Wang
350,Agents and Causes: Dispositional Intuitions As a Guide to Causal Structure,-1,Cognitive Science,2015,50,Ralf Mayrhofer
351,Is Negative Attention Better Than No Attention? The Comparative Effects of Ostracism and Harassment at Work,-1,Organization Science,2015,0,Jane O'reilly
354,A lead-lag analysis of the topic evolution patterns for preprints and publications,-1,Journal of the Association for Information Science and Technology,2015,5,Beibei Hu
356,Examining the role of three sets of innovation attributes for determining adoption of the interbank mobile payment service,-1,Information Systems Frontiers,2015,22,Kawaljeet Kaur Kapoor
359,The risk of an air accident as a result of a serious incident of the hybrid type,-1,Reliability Engineering & System Safety,2015,17,Jacek Skorupski
360,Model based testing of an interactive music system,-1,acm symposium on applied computing,2015,50,Clément Poncelet
361,Collaborative Active and Semisupervised Learning for Hyperspectral Remote Sensing Image Classification,-1,IEEE Transactions on Geoscience and Remote Sensing,2015,50,Lunjun Wan
363,On the Convergence Rates of Some Adaptive Markov Chain Monte Carlo Algorithms,-1,Journal of Applied Probability,2015,0,Yves F. Atchadé
364,Slow Down You’re Moving Too Fast,-1,Journal of Media Psychology,2015,4,Annie Lang
365,A gateway to the global city: Mobile place-making practices by expats,-1,New Media & Society,2015,50,Erika Polson
367,Block-Based Colour Image Steganography Using Smart Pixel-Adjustment,-1,international conference on genetic and evolutionary computing,2015,50,Ching-Yu Yang
368,Petuum: A New Platform for Distributed Machine Learning on Big Data,-1,knowledge discovery and data mining,2015,137,Eric P. Xing
369,An Approximate Policy for a Dual-Sourcing Inventory Model with Positive Lead Times and Binomial Yield,-1,European Journal of Operational Research,2015,9,Wanrong Ju
370,BUEES: a bottom-up event extraction system,-1,Journal of Zhejiang University Science C,2015,1,Xiao Ding
372,NUMA-aware graph-structured analytics,-1,acm sigplan symposium on principles and practice of parallel programming,2015,56,Kaiyuan Zhang
373,A statistical parsing framework for sentiment classification,-1,Computational Linguistics,2015,6,Li Dong
374,Tensor Decompositions for Signal Processing Applications: From two-way to multiway component analysis,-1,IEEE Signal Processing Magazine,2015,222,Andrzej Cichocki
375,Theory of Dual-sparse Regularized Randomized Reduction,-1,international conference on machine learning,2015,6,Tianbao Yang
376,Defense mechanisms against Sybil attack in vehicular ad hoc network,-1,Security and Communication Networks,2015,50,Mahdiyeh Ali Mohammadi
378,A new high order energy and enstrophy conserving Arakawa-like Jacobian differential operator,-1,Journal of Computational Physics,2015,7,Chiara Sorgentone
379,Adaptive locomotion on slopes and stairs using pelvic rotation,-1,The Visual Computer,2015,0,Taekgu Lee
381,"The relationship between tweets, citations, and article views for PLOS ONE articles",-1,Scientometrics,2015,39,Joost C. F. de Winter
382,High order approximation of a tokamak edge plasma transport minimal model with Bohm boundary conditions,-1,Journal of Computational Physics,2015,50,Sebastian Minjeaud
383,A Generalized Projective Reconstruction Theorem and Depth Constraints for Projective Factorization,-1,International Journal of Computer Vision,2015,7,Behrooz Nasihatkon
384,Exactly scale-free scale-free networks,-1,Physica A-statistical Mechanics and Its Applications,2015,50,Linjun Zhang
385,Authentication in flat Wireless Sensor Networks with mobile nodes,-1,"international conference on networking, sensing and control",2015,0,Mohamed Saleh
